"CIVICNUMBER","STREETNAME","POSTALCODE","MUNICIPALITY","LATITUDE","LONGITUDE"
114,"Pine Street","P6A 3Y4","SSM",46.50548749,-84.30703451
109,"Seventh Line West Ext",,"SSM",46.60823298,-84.36209796
21,"Forrest Crescent","P6A 5K7","Aweres Township",46.63045702,-84.31103892
623,"McNabb Street","P6B 1Z7","SSM",46.52160403,-84.29637738
430,"Fourth Line East","P6A 6J8","SSM",46.57269914,-84.3294461
105,"Greenfield Drive","P6C 6H2","SSM",46.55297797,-84.34751869
0,"Goulais Avenue","P6A 5K8","SSM",46.55742317,-84.37948335
873,"Old Goulais Bay Road",,"SSM",46.58547503,-84.34550217
87,"Niagara Drive","P6B 4L9","SSM",46.54154459,-84.33032367
293,"Moss Road","P6A 0B5","SSM",46.55671249,-84.37675038
0,"Goulais Avenue","P6A 5K8","SSM",46.55383082,-84.37982038
974,"Goulais Avenue","P6A 5K8","SSM",46.55745829,-84.37709017
103,"Old Highway 17 North","P6B 0C9","SSM",46.57634291,-84.31897408
103,"Old Highway 17 North","P6B 0C9","SSM",46.57633434,-84.31884295
103,"Old Highway 17 North","P6B 0C9","SSM",46.57632841,-84.31870881
157,"Third Line East","P6C 0A5","SSM",46.55047027,-84.34329662
371,"Third Line East","P6A 6J8","SSM",46.5512871,-84.33315437
621,"McNabb Street","P6B 1Z7","SSM",46.52160621,-84.29645446
39,"Pinemore Boulevard","P6B 4E5","SSM",46.5302451,-84.30040045
551,"Moss Road","P6A 0B5","SSM",46.56376149,-84.37605417
86,"Hillside Drive","P6C 5Z1","SSM",46.54600906,-84.35233879
0,"Peoples Road","P6C 3W1","SSM",46.54635725,-84.35349609
103,"Old Highway 17 North","P6B 0C9","SSM",46.57634437,-84.31857581
1058,"Peoples Road","P6C 3W2","SSM",46.54806654,-84.3505751
78,"Hiltz Road","P6A 0E4","Aweres Township",46.63281524,-84.29633831
9,"Seventh Line West Ext",,"SSM",46.60831972,-84.356891
61,"Oak Park Crescent","P6A 5B1","SSM",46.49856395,-84.27126336
45,"Pinemore Boulevard","P6B 4E5","SSM",46.53031256,-84.30016251
200,"Gran Street","P6A 0C5","Rankin",46.53129071,-84.26209583
1653,"Old Goulais Bay Road","P6C 0A7","SSM",46.60937079,-84.34942211
1392,"Peoples Road","P6C 3W8","SSM",46.55926889,-84.34867975
103,"Old Highway 17 North","P6B 0C9","SSM",46.57633873,-84.31843135
8,"Dixie Road","P6A 5K7","Aweres Township",46.62172947,-84.30983504
445,"Fourth Line East","P6A 6J8","SSM",46.56521267,-84.32989598
125,"Brule Road","P6A 0B5","SSM",46.55645141,-84.36461655
158,"Princeton Drive","P6B 6G2","SSM",46.53029438,-84.29908444
1300,"Old Goulais Bay Road","P6C 0A7","SSM",46.59786839,-84.33778073
109,"Sixth Line West","P6A 5K8","SSM",46.59498706,-84.35945374
0,"Moss Road","P6A 0B5","SSM",46.55213249,-84.36898026
62,"Lawson Avenue","P6B 4G1","SSM",46.53100144,-84.27249694
0,"Peoples Road","P6A 0B5","SSM",46.57525575,-84.34997007
20,"Aronson Drive","P6A 0B6","SSM",46.56737783,-84.35917663
200,"Gran Street","P6A 0C5","Rankin",46.53121937,-84.26209303
103,"Old Highway 17 North","P6B 0C9","SSM",46.57635857,-84.31814898
402,"Sixth Line East","P6A 6J8","SSM",46.59984295,-84.3302153
36,"East Perth Bay","P6C 5Z9","SSM",46.55723712,-84.36007277
103,"Old Highway 17 North","P6B 0C9","SSM",46.57633865,-84.31827448
103,"Old Highway 17 North","P6B 0C9","SSM",46.57637254,-84.31801974
25,"Forrest Crescent","P6A 5K7","Aweres Township",46.63068097,-84.31078012
950,"Second Line West","P6C 2L7","SSM",46.53696241,-84.39692819
284,"Brule Road","P6A 0B5","SSM",46.56163217,-84.35901721
20,"River Crescent","P6A 5K7","Aweres Township",46.62279411,-84.3116194
158,"Lake Street","P6A 4A7","SSM",46.50518042,-84.29511646
111,"Mark Street","P6A 3M4","SSM",46.50517825,-84.29497892
200,"Gran Street","P6A 0C5","Rankin",46.53111973,-84.26208917
255,"Trunk Road","P6A 3S7","SSM",46.51419141,-84.29006836
252,"Millcreek Drive","P6B 6L5","SSM",46.54266762,-84.3029918
253,"Trunk Road","P6A 3S7","SSM",46.5141651,-84.29012781
253,"Trunk Road","P6A 3S7","SSM",46.51413879,-84.29018726
60,"Lawson Avenue","P6B 4G1","SSM",46.53100457,-84.27263162
282,"Shannon Road","P6A 4K5","SSM",46.50520246,-84.28318525
467,"Henry Street","P6C 2W7","SSM",46.54098728,-84.37527973
32,"Caples Road","P6A 5K7","Aweres Township",46.64228165,-84.30404632
588,"Airport Road","P6A 5K6","SSM",46.50034955,-84.48341795
559,"Queen Street East","P6A 2A3","SSM",46.50920019,-84.33011478
203,"Brule Road","P6A 0B5","SSM",46.5575572,-84.3637953
21,"Wellington Street East","P6A 2K9","SSM",46.51951594,-84.33898778
233,"Poplar Avenue","P6B 2X3","SSM",46.52101857,-84.31510944
691,"Second Line West","P6C 2K8","SSM",46.53623838,-84.38475259
14,"La Chaumiere Place","P6A 6P6","SSM",46.51432308,-84.25370317
1,"La Chaumiere Place","P6A 6P8","SSM",46.51359737,-84.25373936
2,"La Chaumiere Place","P6A 6P6","SSM",46.5138055,-84.25407486
296,"Millcreek Drive","P6B 6L5","SSM",46.54318286,-84.30553675
15,"La Chaumiere Place","P6A 6P8","SSM",46.51413572,-84.25330718
3,"La Chaumiere Place","P6A 6P8","SSM",46.51362881,-84.25369919
228,"Millcreek Drive","P6B 6L7","SSM",46.54268895,-84.30148176
7,"La Chaumiere Place","P6A 6P8","SSM",46.51370647,-84.25360141
5,"La Chaumiere Place","P6A 6P8","SSM",46.51367503,-84.25364159
268,"Millcreek Drive","P6B 6L5","SSM",46.54265193,-84.30405496
272,"Millcreek Drive","P6B 6L5","SSM",46.5426344,-84.30432283
11,"La Chaumiere Place","P6A 6P8","SSM",46.51379392,-84.25351422
9,"La Chaumiere Place","P6A 6P8","SSM",46.51376249,-84.2535544
476,"Henry Street","P6C 2W6","SSM",46.54090194,-84.37559635
13,"La Chaumiere Place","P6A 6P8","SSM",46.5138472,-84.25343149
4528,"Second Line West","P6A 6K4","Prince",46.52776363,-84.56568869
4562,"Second Line West","P6A 6K4","Prince",46.52813995,-84.5676693
4484,"Second Line West","P6A 6K4","Prince",46.52759596,-84.56462798
4688,"Second Line West","P6A 6K4","Prince",46.52788181,-84.57385185
707,"Second Line West","P6C 2K8","SSM",46.53653971,-84.38545737
8,"La Chaumiere Place","P6A 6P6","SSM",46.51394765,-84.25398635
6,"La Chaumiere Place","P6A 6P6","SSM",46.5139111,-84.25401583
691,"Second Line West","P6C 2K8","SSM",46.53655482,-84.38477625
101,"La Chaumiere Place","P6A 6P8","SSM",46.51406665,-84.25333543
25,"La Chaumiere Place","P6A 6P7","SSM",46.51438562,-84.25320111
1249,"Allen's Side Road","P6A 5K8","SSM",46.56407153,-84.40369776
285,"Conmee Avenue","P6C 1W4","SSM",46.53189154,-84.34892813
17,"La Chaumiere Place","P6A 6P7","SSM",46.51418564,-84.25329084
52,"Borron Avenue","P6B 1E6","SSM",46.51346107,-84.3227648
23,"Birkshire Place","P6A 6J8","SSM",46.55571152,-84.30158104
24,"La Chaumiere Place","P6A 6P7","SSM",46.51454949,-84.25354848
22,"La Chaumiere Place","P6A 6P7","SSM",46.51451179,-84.25357515
265,"Millcreek Drive","P6B 6L7","SSM",46.54318005,-84.30281875
2005,"Millennium Court","P6C 6H6","SSM",46.54239419,-84.33453515
20,"La Chaumiere Place","P6A 6P7","SSM",46.51446409,-84.25362371
18,"La Chaumiere Place","P6A 6P7","SSM",46.51442531,-84.25364652
95,"Anderson Road","P6C 6G5","SSM",46.540029,-84.4148476
16,"La Chaumiere Place","P6A 6P6","SSM",46.51436498,-84.25367172
78,"Old Goulais Bay Road","P6A 0B5","SSM",46.55637053,-84.34059342
44,"August Street","P6A 0B8","Rankin",46.53063051,-84.26730245
10,"La Chaumiere Place","P6A 6P6","SSM",46.51399706,-84.25394527
12,"La Chaumiere Place","P6A 6P6","SSM",46.51403361,-84.25391579
39,"August Street","P6A 0A5","Rankin",46.53013312,-84.26713898
4,"La Chaumiere Place","P6A 6P6","SSM",46.51385266,-84.2540408
15,"August Street","P6A 0A5","Rankin",46.52938703,-84.26835931
1165,"Old Garden River Road","P6A 6J8","SSM",46.56203591,-84.28130967
615,"Brule Road","P6A 0B5","SSM",46.57239212,-84.36324143
78,"Bingham Street",,"SSM",46.50929451,-84.3308275
353,"Fourth Avenue","P6C 4L9","SSM",46.53270523,-84.36664427
79,"Brock Street","P6A 3B4","SSM",46.50909847,-84.33062645
149,"Marshall Drive","P6A 6K4","Prince",46.52995503,-84.56372442
701,"Third Line West","P6A 5K8","SSM",46.55067569,-84.38559025
161,"River Road","P6A 6C3","SSM",46.51535317,-84.24837562
171,"River Road","P6A 6C3","SSM",46.51553555,-84.24807073
11,"Hill Road","P6A 6K4","Prince",46.56053247,-84.54949358
1430,"Queen Street East","P6A 2G2","SSM",46.50146029,-84.29146611
1424,"Queen Street East","P6A 2G2","SSM",46.50151225,-84.29171443
1418,"Queen Street East","P6A 2G2","SSM",46.50159948,-84.29198471
131,"Parkdale Drive","P6A 4C9","SSM",46.50201219,-84.29199092
515,"Moss Road","P6A 0B5","SSM",46.56186085,-84.37410883
23,"Meadow Lane","P6B 6H2","SSM",46.51994351,-84.29251766
72,"Fields Square","P6B 6H2","SSM",46.51962918,-84.29252325
98,"Johnson Avenue","P6C 2V5","SSM",46.54146485,-84.35610156
513,"Goulais Avenue",,"SSM",46.53782848,-84.38218827
3,"Elmwood Avenue","P6B 4V6","SSM",46.52223736,-84.32374078
3,"Elmwood Avenue","P6B 4V6","SSM",46.52228707,-84.32373834
3,"Elmwood Avenue","P6B 4V6","SSM",46.52228793,-84.32385565
740,"Fourth Line East","P6A 6J8","SSM",46.56736075,-84.31601647
766,"Fourth Line East","P6A 6J8","SSM",46.56753725,-84.31388685
0,"Fourth Line East","P6A 6J8","SSM",46.56754341,-84.31433661
3,"Elmwood Avenue","P6B 4V6","SSM",46.5222383,-84.32385808
3,"Elmwood Avenue","P6B 4V6","SSM",46.52247676,-84.32373697
3,"Elmwood Avenue","P6B 4V6","SSM",46.52256123,-84.32372748
3,"Elmwood Avenue","P6B 4V6","SSM",46.52256091,-84.32387157
3,"Elmwood Avenue","P6B 4V6","SSM",46.5224893,-84.32388043
3,"Elmwood Avenue","P6B 4V6","SSM",46.5226864,-84.32372667
3,"Elmwood Avenue","P6B 4V6","SSM",46.52276765,-84.32373337
3,"Elmwood Avenue","P6B 4V6","SSM",46.52277039,-84.32385058
3,"Elmwood Avenue","P6B 4V6","SSM",46.52270259,-84.32386461
3,"Elmwood Avenue","P6B 4V6","SSM",46.52288002,-84.3237358
3,"Elmwood Avenue","P6B 4V6","SSM",46.52294433,-84.32373004
3,"Elmwood Avenue","P6B 4V6","SSM",46.52295101,-84.32385775
3,"Elmwood Avenue","P6B 4V6","SSM",46.52288122,-84.32386378
50,"Greene Street","P6B 3V4","SSM",46.52731527,-84.27374836
129,"Simon Avenue","P6A 6T1","SSM",46.50840094,-84.26188469
3,"Elmwood Avenue","P6B 4V6","SSM",46.52291732,-84.3237989
3,"Elmwood Avenue","P6B 4V6","SSM",46.52272858,-84.32379449
3,"Elmwood Avenue","P6B 4V6","SSM",46.52252333,-84.32379623
3,"Elmwood Avenue","P6B 4V6","SSM",46.52226911,-84.32379751
335,"John Street","P6C 3J6","SSM",46.52460513,-84.34405473
995,"Great Northern Road","P6B 0B9","SSM",46.55712653,-84.32082106
277,"Northern Avenue East","P6B 6E1","SSM",46.53258981,-84.32378683
130,"Birch Street","P6B 2J8","SSM",46.52430905,-84.33294253
133,"Simon Avenue","P6A 6T1","SSM",46.50851027,-84.26169228
137,"Simon Avenue","P6A 6T1","SSM",46.50864072,-84.26156632
30,"Bay Street West","P6A 7A6","SSM",46.51750257,-84.34358192
134,"Birch Street","P6B 2J8","SSM",46.52446801,-84.33241149
3,"Trunk Road","P6A 3S2","SSM",46.50976242,-84.30070438
31,"Gran Street","P6A 0C6","Rankin",46.52688896,-84.26806841
1487,"Base Line","P6A 5K6","SSM",46.52009912,-84.45526059
500,"Wellington Street West","P6C 3T5","SSM",46.52909246,-84.34914604
1471,"Base Line","P6A 5K6","SSM",46.52011639,-84.45451245
919,"Allen's Side Road","P6A 5K8","SSM",46.5537572,-84.4044418
967,"Allen's Side Road","P6A 5K8","SSM",46.55427487,-84.40435436
426,"Great Northern Road","P6B 4Z9","SSM",46.53926318,-84.31809747
2,"Heidi Court","P6A 5K7","Aweres Township",46.65638007,-84.33063677
1,"Heidi Court","P6A 5K7","Aweres Township",46.65633798,-84.33114324
404,"Fourth Line East","P6A 6J8","SSM",46.5672179,-84.33232581
633,"Wallace Terrace","P6C 6A2","SSM",46.52947743,-84.3786085
3,"Heidi Court","P6A 5K7","Aweres Township",46.65650396,-84.33120957
280,"Millcreek Drive","P6B 6L5","SSM",46.54255586,-84.30483188
198,"Mark Street","P6A 3M7","SSM",46.50552088,-84.28978541
339,"Elizabeth Street","P6B 3H3","SSM",46.5103473,-84.30384502
241,"Beverley Street","P6A 1S1","SSM",46.52222585,-84.34836001
239,"McNabb Street","P6B 1Y3","SSM",46.52126604,-84.31529203
237,"McNabb Street","P6B 1Y3","SSM",46.52126263,-84.31535022
241,"McNabb Street","P6B 1Y3","SSM",46.52131189,-84.31525561
5,"McGregor Avenue","P6A 7B7","SSM",46.5038855,-84.31232365
243,"McNabb Street","P6B 1Y3","SSM",46.52131001,-84.31520994
245,"McNabb Street","P6B 1Y3","SSM",46.52129899,-84.31513551
52,"Park Place Court","P6B 6K3","SSM",46.52505005,-84.29255965
50,"Park Place Court","P6B 6K3","SSM",46.52513019,-84.29243974
247,"McNabb Street","P6B 1Y3","SSM",46.52128768,-84.31504102
257,"Wellington Street East","P6A 2L7","SSM",46.51572559,-84.33393224
155,"Wilcox Avenue","P6B 1V4","SSM",46.52156172,-84.333009
140,"Willowdale Street","P6A 5Z4","SSM",46.5170247,-84.24933846
320,"Glasgow Avenue","P6C 5G7","SSM",46.53217558,-84.38513358
45,"Wemyss Street","P6B 1B4","SSM",46.51089887,-84.32297739
52,"Parkview Court","P6B 6K6","SSM",46.52747034,-84.29336904
18,"Millwood Street","P6A 6S9","SSM",46.50872643,-84.2597724
92,"Glen Avenue","P6A 5E2","SSM",46.50663994,-84.26550299
0,"Glasgow Avenue",,"SSM",46.52338908,-84.38496912
321,"Millcreek Drive","P6B 6H6","SSM",46.54401682,-84.30426661
317,"Millcreek Drive","P6B 6H6","SSM",46.54390391,-84.30440173
313,"Millcreek Drive","P6B 6H6","SSM",46.54375142,-84.30456463
309,"Millcreek Drive","P6B 6H6","SSM",46.54358903,-84.30468915
305,"Millcreek Drive","P6B 6L5","SSM",46.54343015,-84.30476824
301,"Millcreek Drive","P6B 6L5","SSM",46.54323397,-84.30478435
1803,"Peoples Road","P6A 0B5","SSM",46.58265507,-84.35363078
16,"East Champagne Drive","P6A 6S9","SSM",46.50874635,-84.25867005
84,"Simon Avenue","P6A 6T1","SSM",46.50707733,-84.26389301
88,"Simon Avenue","P6A 6T1","SSM",46.50722435,-84.26381211
141,"Johnson Avenue","P6C 2V4","SSM",46.54101443,-84.35750834
269,"Millcreek Drive","P6B 6L5","SSM",46.54313916,-84.30303482
2952,"Second Line West","P6A 6K4","Prince",46.53521126,-84.49730035
78,"Kerr Drive","P6A 5H9","SSM",46.51706592,-84.2564907
19,"Assunta Drive","P6C 6H3","SSM",46.54621603,-84.37809293
288,"Millcreek Drive","P6B 6L5","SSM",46.54280285,-84.30542487
92,"Simon Avenue","P6A 6T1","SSM",46.507399,-84.2636451
96,"Simon Avenue","P6A 6T1","SSM",46.50753558,-84.26351193
100,"Simon Avenue","P6A 6T1","SSM",46.50766919,-84.2633634
304,"Millcreek Drive","P6B 6H6","SSM",46.54353475,-84.30544106
300,"Millcreek Drive","P6B 6L5","SSM",46.54338456,-84.30546467
1811,"Peoples Road","P6A 0B5","SSM",46.58286626,-84.35339938
104,"Simon Avenue","P6A 6T1","SSM",46.50779963,-84.26322962
108,"Simon Avenue","P6A 6T1","SSM",46.50793445,-84.26307165
112,"Simon Avenue","P6A 6T1","SSM",46.50805562,-84.26293378
116,"Simon Avenue","P6A 6T1","SSM",46.50817769,-84.26281854
244,"Millcreek Drive","P6B 6L7","SSM",46.54268311,-84.30247334
240,"Millcreek Drive","P6B 6L7","SSM",46.54268853,-84.30223034
236,"Millcreek Drive","P6B 6L7","SSM",46.54269386,-84.30197925
232,"Millcreek Drive","P6B 6L7","SSM",46.5426937,-84.30173639
220,"Millcreek Drive","P6B 6L7","SSM",46.54296992,-84.30090552
292,"Millcreek Drive","P6B 6L5","SSM",46.54300142,-84.30546434
57,"Churchill Avenue","P6C 2P9","SSM",46.53924229,-84.35344125
78,"Park Place Drive","P6B 6K3","SSM",46.52483498,-84.29332869
21,"Assunta Drive","P6C 6H3","SSM",46.5462125,-84.37817058
27,"Assunta Drive","P6C 6H3","SSM",46.54620464,-84.37855811
29,"Assunta Drive","P6C 6H3","SSM",46.5461993,-84.37866259
789,"Cooper Street","P6C 4W3","SSM",46.5470709,-84.3775267
1121,"Peoples Road","P6C 3W4","SSM",46.55022533,-84.35171123
25,"Assunta Drive","P6C 6H3","SSM",46.54620641,-84.37841532
126,"Central Park Avenue","P6A 1K6","SSM",46.51854145,-84.34282306
23,"Assunta Drive","P6C 6H3","SSM",46.54621034,-84.37833152
245,"Beverley Street","P6A 1S1","SSM",46.52234359,-84.34833746
759,"Cooper Street","P6C 4W3","SSM",46.5460375,-84.37744724
793,"Cooper Street","P6C 4W3","SSM",46.54723644,-84.37753581
2941,"Second Line West","P6A 6K4","Prince",46.53449028,-84.49674586
2934,"Second Line West","P6A 6K4","Prince",46.53527608,-84.49617503
15,"Assunta Drive","P6C 6H3","SSM",46.54621894,-84.37784338
17,"Assunta Drive","P6C 6H3","SSM",46.54621628,-84.37794695
243,"Beverley Street","P6A 1S1","SSM",46.52230629,-84.34834749
134,"Central Park Avenue","P6A 1K6","SSM",46.51856623,-84.34300646
440,"Henry Street","P6C 2W6","SSM",46.54213338,-84.37530115
436,"Henry Street","P6C 2W6","SSM",46.54232172,-84.3751276
191,"Case Road","P6A 6J8","SSM",46.56795037,-84.26857222
119,"Fourth Line East","P6A 0C7","SSM",46.56639381,-84.34645333
121,"Princeton Drive","P6B 5T4","SSM",46.53130235,-84.30066791
80,"Millcreek Drive","P6B 6H7","SSM",46.5458365,-84.30101549
124,"Millcreek Drive","P6B 6H8","SSM",46.54471506,-84.29861351
120,"Millcreek Drive","P6B 6H8","SSM",46.54483083,-84.29888912
100,"Sixth Line East","P6A 6J8","SSM",46.59686712,-84.28793824
133,"Old Goulais Bay Road","P6A 0B5","SSM",46.55743716,-84.34174054
119,"Marshall Drive","P6A 6K4","Prince",46.52884018,-84.55913287
2946,"Second Line West","P6A 6K4","Prince",46.53524551,-84.49692462
98,"Park Street","P6A 5G9","SSM",46.52028285,-84.26619088
530,"Great Northern Road","P6B 4Z9","SSM",46.54321256,-84.31494563
1881,"Third Line West","P6A 5K8","SSM",46.54707546,-84.44349116
1891,"Third Line West","P6A 5K8","SSM",46.54648917,-84.44368697
1915,"Peoples Road","P6A 0B5","SSM",46.58531723,-84.35495205
8,"East Champagne Drive","P6A 6S9","SSM",46.50844037,-84.25889609
27,"Highway 556","P6A 5K7","Aweres Township",46.64287953,-84.30631516
626,"Queen Street East","P6A 2A4","SSM",46.50878349,-84.32901287
1669,"Goulais Avenue","P6A 0B5","SSM",46.58060761,-84.38853845
249,"McNabb Street","P6B 1Y3","SSM",46.52128042,-84.31492325
256,"Millcreek Drive","P6B 6L5","SSM",46.54266612,-84.30323357
42,"Caples Road","P6A 5K7","Aweres Township",46.64155147,-84.30454192
77,"Pilgrim Street","P6A 3E6","SSM",46.50742641,-84.32450466
622,"Queen Street East","P6A 2A4","SSM",46.50885922,-84.32912634
251,"McNabb Street","P6B 1Y3","SSM",46.52131643,-84.31478209
0,"Cooper Street","P6C 4W3","SSM",46.53936401,-84.37713714
4300,"Red Rock Road","P6A 5K8","Dennis",46.62265739,-84.49631037
79,"Pilgrim Street","P6A 3E6","SSM",46.50749614,-84.32445731
253,"McNabb Street","P6B 1Y3","SSM",46.52134214,-84.31484602
69,"Gran Street","P6A 0C6","Rankin",46.52807461,-84.26526011
540,"Albert Street East","P6A 7A7","SSM",46.51047811,-84.32868942
31,"August Street","P6A 0A5","Rankin",46.52995071,-84.26761759
43,"August Street","P6A 0B8","Rankin",46.53026444,-84.26688697
255,"McNabb Street","P6B 1Y3","SSM",46.52134833,-84.31477231
632,"Queen Street East","P6A 2A4","SSM",46.50873176,-84.32894071
620,"Queen Street East","P6A 2A4","SSM",46.50888628,-84.32915982
343,"Gran Street","P6A 5K9","Rankin",46.53020996,-84.26021302
48,"Metig Street","P6A 0C4","Rankin",46.53582922,-84.25441734
36,"Caples Road","P6A 5K7","Aweres Township",46.64183892,-84.30445002
29,"Lakeview Drive","P6A 5K7","Aweres Township",46.65256326,-84.29589695
289,"Millcreek Drive","P6B 6L5","SSM",46.54310517,-84.30430303
105,"Gravelle Street","P6A 7A3","SSM",46.50249915,-84.27847719
28,"Parkewood Drive","P6A 5K6","SSM",46.51449804,-84.49118321
99,"Gravelle Street","P6A 7A3","SSM",46.50230035,-84.27843225
560,"Town Line Road","P6A 5K6","SSM",46.51984733,-84.46499151
44,"Hawthorne Avenue","P6B 1C5","SSM",46.51185492,-84.32214226
72,"Hamilton Avenue","P6B 1C8","SSM",46.51184091,-84.3216674
713,"Third Line West","P6A 5K8","SSM",46.5510509,-84.38640138
271,"McNabb Street","P6B 1Y3","SSM",46.52158189,-84.31466535
652,"Third Line East","P6A 6J8","SSM",46.5532996,-84.31778328
728,"Third Line East","P6A 6J8","SSM",46.55334757,-84.31428748
732,"Third Line East","P6A 6J8","SSM",46.55330924,-84.31405076
610,"Queen Street East","P6A 2A4","SSM",46.50905112,-84.32939667
185,"Highway 556","P6A 5K7","Aweres Township",46.64812852,-84.29994674
531,"McNabb Street","P6B 1Z5","SSM",46.52158548,-84.30017688
127,"Drake Street","P6A 7A5","SSM",46.50238866,-84.27576948
135,"Drake Street","P6A 7A5","SSM",46.50258109,-84.27574357
141,"Drake Street","P6A 7A5","SSM",46.5027426,-84.27582478
36,"Parkview Court","P6B 6K6","SSM",46.52687625,-84.29304598
24,"Parkview Court","P6B 6K6","SSM",46.52680175,-84.29360947
212,"Highway 556","P6A 5K7","Aweres Township",46.65019459,-84.30027317
76,"Parkview Court","P6B 6K4","SSM",46.52740276,-84.29406116
618,"Queen Street East","P6A 2A4","SSM",46.50895043,-84.32925131
99,"Parkview Court","P6B 6K4","SSM",46.52773826,-84.29499574
67,"Parkview Court","P6B 6K6","SSM",46.5278426,-84.29298203
616,"Queen Street East","P6A 2A4","SSM",46.50897943,-84.3292946
60,"Parkview Court","P6B 6K6","SSM",46.52765073,-84.29374292
56,"Parkview Court","P6B 6K6","SSM",46.52756601,-84.29358179
1100,"Fifth Line East","P6A 6J8","SSM",46.58296421,-84.2936595
69,"Adrian Drive","P6A 4W8","SSM",46.51711942,-84.26199117
73,"Adrian Drive","P6A 4W8","SSM",46.5172649,-84.26184996
77,"Adrian Drive","P6A 4W8","SSM",46.51741147,-84.26173152
81,"Adrian Drive","P6A 4W8","SSM",46.5175649,-84.26156944
85,"Adrian Drive","P6A 4W8","SSM",46.51772057,-84.26138756
68,"Adrian Drive","P6A 4W9","SSM",46.51689625,-84.26150384
72,"Adrian Drive","P6A 4W9","SSM",46.5170258,-84.26137048
76,"Adrian Drive","P6A 4W9","SSM",46.51716793,-84.26120949
80,"Adrian Drive","P6A 4W9","SSM",46.51729478,-84.26107626
84,"Adrian Drive","P6A 4W9","SSM",46.51742685,-84.26093885
71,"Adrian Drive","P6A 4W8","SSM",46.5171802,-84.26194326
75,"Adrian Drive","P6A 4W8","SSM",46.51730436,-84.26181004
79,"Adrian Drive","P6A 4W8","SSM",46.51746555,-84.26166739
83,"Adrian Drive","P6A 4W8","SSM",46.51762107,-84.26151355
